,Tax,lpxC RepID,murA RepID,score,prob,full_id
7987,Dictyoglomus sp. ob1-4 TaxID=1793724,A0A5S5AW00_9BACT,A0A5S5AYH9_9BACT,-0.07055081419821363,0.0020294435009439523,UniRef100_A0A5S5AYH9/21-438_UniRef100_A0A5S5AW00/2-265
7988,Dictyoglomus turgidum TaxID=513050,A0A7C3SP26_9BACT,A0A7C3WV00_9BACT,-0.07055081419821363,0.0020294435009439523,UniRef100_A0A7C3WV00/3-420_UniRef100_A0A7C3SP26/2-265
7989,Ignavibacteriae bacterium HGW-Ignavibacteriae-3 TaxID=2013810,A0A2N1VAM0_9BACT,A0A2N1VF24_9BACT,-0.0711043839546619,0.002018766910535947,UniRef100_A0A2N1VF24/1-416_UniRef100_A0A2N1VAM0/5-312
7990,Aquificaceae bacterium TaxID=2053503,A0A350D163_9AQUI,A0A432EUN4_9AQUI,-0.07128862291574478,0.0020152320381735477,UniRef100_A0A432EUN4/1-417_UniRef100_A0A350D163/3-267
7991,Puniceicoccaceae bacterium TMED149 TaxID=1986788,A0A1Z9G7N8_9BACT,A0A1Z9GFD0_9BACT,-0.07152925866830628,0.0020106289666955777,UniRef100_A0A1Z9GFD0/1-419_UniRef100_A0A1Z9G7N8/1-273
7992,Methylacidimicrobium tartarophylax TaxID=1041768,A0A5E6MAC3_9BACT,A0A5E6MQD7_9BACT,-0.0720667343121022,0.0020004040719623192,UniRef100_A0A5E6MQD7/1-416_UniRef100_A0A5E6MAC3/81-358
7993,Ignavibacteriales bacterium CG07_land_8_20_14_0_80_59_12 TaxID=1974045,A0A2M6YW19_9BACT,A0A2M6YX23_9BACT,-0.07229803466179874,0.0019960276713525695,UniRef100_A0A2M6YX23/1-415_UniRef100_A0A2M6YW19/3-311
7994,Marchantia polymorpha TaxID=3197,A0A2R6XJA8_MARPO,A0A176WMH7_MARPO,-0.07232229228247888,0.0019955695240573496,UniRef100_A0A176WMH7/53-472_UniRef100_A0A2R6XJA8/80-368
7995,Selenomonadaceae bacterium DSM 108025 TaxID=2652309,A0A6I2UFU1_9FIRM,A0A6I2UDT0_9FIRM,-0.07254611384269083,0.00199134965974541,UniRef100_A0A6I2UDT0/1-418_UniRef100_A0A6I2UFU1/3-272
7996,Chthoniobacterales bacterium TaxID=2201154,A0A2W5YVP5_9BACT,A0A2W5Z5B0_9BACT,-0.07280268683098257,0.0019865286811631515,UniRef100_A0A2W5Z5B0/1-417_UniRef100_A0A2W5YVP5/6-281
7997,Acinetobacter sp. WCHAc060012 TaxID=2419603,A0A3A8EPK5_9GAMM,A0A3A8EQ71_9GAMM,-0.07288749009603634,0.001984939070877881,UniRef100_A0A3A8EQ71/1-417_UniRef100_A0A3A8EPK5/1-296
7998,Fusobacterium equinum TaxID=134605,A0A133NJN4_9FUSO,A0A133NH68_9FUSO,-0.0731663733458845,0.0019797248813493416,UniRef100_A0A133NH68/5-419_UniRef100_A0A133NJN4/2-274
7999,Polynucleobacter wuianus TaxID=1743168,A0A191UCV0_9BURK,A0A191UCV9_9BURK,-0.0731781932990998,0.001979504340206838,UniRef100_A0A191UCV9/1-423_UniRef100_A0A191UCV0/1-295
8000,Ignavibacteria TaxID=795747,A0A1G1BDB5_9BACT,A0A1G0X601_9BACT,-0.07328539527225075,0.001977505802854873,UniRef100_A0A1G0X601/1-416_UniRef100_A0A1G1BDB5/5-311
8001,Acidobacteria bacterium 21-70-11 TaxID=1970485,A0A257U7J9_9BACT,A0A257TT71_9BACT,-0.07346444748691283,0.0019741745088309665,UniRef100_A0A257TT71/1-416_UniRef100_A0A257U7J9/202-468
8002,Verrucomicrobium sp. GAS474 TaxID=1882831,A0A1H2ENM2_9BACT,A0A1H2GIL8_9BACT,-0.0737425361876376,0.001969017263811156,UniRef100_A0A1H2GIL8/1-416_UniRef100_A0A1H2ENM2/5-281
8003,Candidatus Adiutrix intracellularis TaxID=1705730,A0A139DQY5_9DELT,A0A139DRA1_9DELT,-0.07460204669041559,0.001953204458289935,UniRef100_A0A139DRA1/1-417_UniRef100_A0A139DQY5/4-273
8004,Flavobacteriales bacterium ALC-1 TaxID=391603,A8UP96_9FLAO,A8UK02_9FLAO,-0.07475025110761635,0.00195049715726328,UniRef100_A8UK02/1-410_UniRef100_A8UP96/9-312
8005,Schlesneria paludicola TaxID=360056,A0A7C4LN97_9PLAN,A0A7C2K0B6_9PLAN,-0.0751855825074017,0.0019425773624322357,UniRef100_A0A7C2K0B6/1-420_UniRef100_A0A7C4LN97/6-283
8006,Opitutaceae bacterium TSB47 TaxID=1184151,A0A178IEC1_9BACT,A0A178IC74_9BACT,-0.07530905229214113,0.0019403399393970139,UniRef100_A0A178IC74/3-428_UniRef100_A0A178IEC1/1-277
8007,Verrucomicrobia TaxID=74201,A0A3D3DF86_9BACT,A0A424I274_9BACT,-0.07542371971067041,0.0019382655001843442,UniRef100_A0A424I274/1-420_UniRef100_A0A3D3DF86/1-278
8008,Leptotrichia sp. oral taxon 212 TaxID=712357,A0A0K2JBR5_9FUSO,A0A0K2JAD3_9FUSO,-0.07542458642274141,0.0019382498332890397,UniRef100_A0A0K2JAD3/4-418_UniRef100_A0A0K2JBR5/2-282
8009,Moraxellaceae bacterium 17A TaxID=2653185,A0A653HW93_9GAMM,A0A653HYE1_9GAMM,-0.07545710190242971,0.0019376622135007827,UniRef100_A0A653HYE1/1-418_UniRef100_A0A653HW93/1-288
8010,Deltaproteobacteria bacterium RBG_16_49_23 TaxID=1797840,A0A1F9C1R5_9DELT,A0A1F9BZN9_9DELT,-0.0757321637320274,0.0019327020209404819,UniRef100_A0A1F9BZN9/1-415_UniRef100_A0A1F9C1R5/168-434
8011,candidate division BRC1 bacterium ADurb.BinA364 TaxID=1852825,A0A1V5G000_9BACT,A0A1V5GTD9_9BACT,-0.07610734651098028,0.0019259671639372236,UniRef100_A0A1V5GTD9/1-418_UniRef100_A0A1V5G000/8-306
8012,Brucella TaxID=234,LPXC_BRUA1,MURA_BRUA1,-0.07629194338369416,0.001922666486428243,UniRef100_B2S906/1-427_UniRef100_B2S6P7/4-285
8013,Brucella sp. NVSL 07-0026 TaxID=520448,D6LNJ5_9RHIZ,D6LLI3_9RHIZ,-0.07629194338369416,0.001922666486428243,UniRef100_D6LLI3/1-427_UniRef100_D6LNJ5/4-285
8014,Burkholderia sp. TSV86 TaxID=1385594,A0A118DUA4_9BURK,A0A103ECS6_9BURK,-0.07633562087721657,0.001921886762744292,UniRef100_A0A103ECS6/1-428_UniRef100_A0A118DUA4/10-300
8015,Calditrichaeota bacterium TaxID=2212469,A0A3N5KF39_9BACT,A0A3M1XRL4_9BACT,-0.07670677460555453,0.0019152802298875427,UniRef100_A0A3M1XRL4/1-414_UniRef100_A0A3N5KF39/15-320
8016,Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1) TaxID=324925,B4SDW8_PELPB,MURA_PELPB,-0.07672828362410655,0.001914898422834162,UniRef100_B4SEZ5/1-417_UniRef100_B4SDW8/5-317
8017,Burkholderia sp. MSMB1552 TaxID=1636424,A0A104M8I9_9BURK,A0A124UTB6_9BURK,-0.07687940179312136,0.0019122191651055713,UniRef100_A0A124UTB6/1-428_UniRef100_A0A104M8I9/11-302
8018,Persephonella hydrogeniphila TaxID=198703,A0A285N3F4_9AQUI,A0A285NPH0_9AQUI,-0.07688092638272792,0.0019121921637262336,UniRef100_A0A285NPH0/11-425_UniRef100_A0A285N3F4/5-276
8019,Euzebyella marina TaxID=1761453,A0A3G2L6W1_9FLAO,A0A3G2L8B6_9FLAO,-0.07703577279971796,0.0019094527461848171,UniRef100_A0A3G2L8B6/8-413_UniRef100_A0A3G2L6W1/1-301
8020,Desulfoluna spongiiphila TaxID=419481,A0A1G5I2K7_9DELT,A0A1G5JPA0_9DELT,-0.07706325297476724,0.0019089672100959007,UniRef100_A0A1G5JPA0/1-416_UniRef100_A0A1G5I2K7/44-327
8021,Prochlorococcus marinus (strain NATL1A) TaxID=167555,A2C4B0_PROM1,MURA_PROM1,-0.07717745218542404,0.00190695147254719,UniRef100_A2C466/16-430_UniRef100_A2C4B0/13-278
8022,unclassified Bacteroidetes TaxID=37452,A0A136NJ50_9BACT,A0A2T2TA25_9BACT,-0.07774841817445122,0.0018969215451976897,UniRef100_A0A2T2TA25/1-422_UniRef100_A0A136NJ50/4-304
8023,Prochlorococcus marinus (strain NATL2A) TaxID=59920,Q46JC9_PROMT,MURA_PROMT,-0.07778597024298506,0.0018962646899527331,UniRef100_Q46JH1/16-430_UniRef100_Q46JC9/13-278
8024,Candidatus Omnitrophica bacterium ADurb.Bin314 TaxID=1852855,A0A1V5RDC4_9BACT,A0A1V5REG6_9BACT,-0.07802540945704095,0.001892084564884243,UniRef100_A0A1V5REG6/1-418_UniRef100_A0A1V5RDC4/1-275
8025,Chlorobi bacterium OLB7 TaxID=1619898,A0A136PE62_9BACT,A0A136P0V6_9BACT,-0.07817751316179056,0.0018894364080601688,UniRef100_A0A136P0V6/1-415_UniRef100_A0A136PE62/4-312
8026,Woeseia oceani TaxID=1548547,A0A193LIB3_9GAMM,A0A193LCG5_9GAMM,-0.07822683769336436,0.0018885788673143468,UniRef100_A0A193LCG5/1-416_UniRef100_A0A193LIB3/1-299
8027,candidate division TM6 bacterium GW2011_GWF2_37_49 TaxID=1619083,A0A0G0GT37_9BACT,A0A0G0J8C5_9BACT,-0.0782335998956114,0.0018884613479210812,UniRef100_A0A0G0J8C5/6-427_UniRef100_A0A0G0GT37/4-288
8028,Acidobacteria bacterium 37-71-11 TaxID=1970487,A0A257VA83_9BACT,A0A257V5M8_9BACT,-0.07830187966465019,0.0018872753457944858,UniRef100_A0A257V5M8/1-416_UniRef100_A0A257VA83/202-468
8029,Dictyoglomus thermophilum TaxID=14,A0A7C3RLT1_DICTH,A0A7C3MLB6_DICTH,-0.07871193980099633,0.001880176484076807,UniRef100_A0A7C3MLB6/3-420_UniRef100_A0A7C3RLT1/1-265
8030,Solimicrobium silvestre TaxID=2099400,A0A2S9H5F3_9BURK,A0A2S9H207_9BURK,-0.07874606864061207,0.0018795874867414293,UniRef100_A0A2S9H207/1-415_UniRef100_A0A2S9H5F3/1-304
8031,Dehalococcoidia bacterium TaxID=2026734,A0A357FNE1_9CHLR,A0A7C2VM23_9CHLR,-0.07917232581530698,0.0018722547379051151,UniRef100_A0A7C2VM23/13-425_UniRef100_A0A357FNE1/34-316
8032,candidate division TM6 bacterium GW2011_GWF2_33_332 TaxID=1619080,A0A0G0A8M0_9BACT,A0A0G0ABN1_9BACT,-0.07934066736197565,0.0018693708275733208,UniRef100_A0A0G0ABN1/6-423_UniRef100_A0A0G0A8M0/4-298
8033,Cyanobium sp. NAT70 TaxID=2024872,A0A2E0AID5_9CYAN,A0A2E0AKC8_9CYAN,-0.07965226628584787,0.001864050589591427,UniRef100_A0A2E0AKC8/16-430_UniRef100_A0A2E0AID5/13-277
8034,Elusimicrobia bacterium HGW-Elusimicrobia-3 TaxID=2013765,A0A2N2ENI6_9BACT,A0A2N2EQG2_9BACT,-0.07974203531921376,0.001862522163601817,UniRef100_A0A2N2EQG2/1-416_UniRef100_A0A2N2ENI6/2-274
8035,Caldithrix sp. RBG_13_44_9 TaxID=1797576,A0A1F4NB93_9BACT,A0A1F4MNB4_9BACT,-0.080021119909361,0.0018577826257297864,UniRef100_A0A1F4MNB4/1-414_UniRef100_A0A1F4NB93/4-318
8036,Moraxella porci DSM 25326 TaxID=573983,A0A1T0CS48_9GAMM,A0A1T0CUV0_9GAMM,-0.08010938837105641,0.0018562874498532105,UniRef100_A0A1T0CUV0/1-418_UniRef100_A0A1T0CS48/5-299
8037,Moraxella sp. RCAD0137 TaxID=1775913,A0A2K0XV04_9GAMM,A0A2K0XRC3_9GAMM,-0.08010938837105641,0.0018562874498532105,UniRef100_A0A2K0XRC3/1-418_UniRef100_A0A2K0XV04/5-299
8038,Terrabacteria group TaxID=1783272,A0A537LCB3_9BACT,A0A6M8H242_9MICC,-0.08014294940221589,0.0018557194438888719,UniRef100_A0A6M8H242/1-417_UniRef100_A0A537LCB3/6-274
8039,Bacteria candidate phyla TaxID=1783234,A0A2M7XIR6_9BACT,A0A101I388_9BACT,-0.0801721079624258,0.001855226163703241,UniRef100_A0A101I388/1-418_UniRef100_A0A2M7XIR6/2-271
8040,Endomicrobium proavitum TaxID=1408281,A0A0G3WJZ7_9BACT,A0A0G3WIC4_9BACT,-0.08020569989457726,0.0018546581321087802,UniRef100_A0A0G3WIC4/1-415_UniRef100_A0A0G3WJZ7/1-281
8041,Chrysiogenales bacterium TaxID=2528039,A0A524JLA6_9BACT,A0A524PZT0_9BACT,-0.08059038062856416,0.0018481722107500527,UniRef100_A0A524PZT0/1-417_UniRef100_A0A524JLA6/30-300
8042,Saliniradius amylolyticus TaxID=2183582,A0A2S2E5I6_9ALTE,A0A2S2E5Y7_9ALTE,-0.08070084208156914,0.0018463161921754827,UniRef100_A0A2S2E5Y7/1-417_UniRef100_A0A2S2E5I6/1-298
8043,Elusimicrobia bacterium GWA2_61_42 TaxID=1797923,A0A1F9QV61_9BACT,A0A1F9QR80_9BACT,-0.08079039295262191,0.001844813617928974,UniRef100_A0A1F9QR80/1-416_UniRef100_A0A1F9QV61/2-273
8044,Rariglobus hedericola TaxID=2597822,A0A556QEF6_9BACT,A0A556QKQ4_9BACT,-0.08117839583428577,0.0018383249362513363,UniRef100_A0A556QKQ4/1-427_UniRef100_A0A556QEF6/1-278
8045,bacterium M00.F.Ca.ET.230.01.1.1 TaxID=2563920,A0A4R9RSS1_9BACT,A0A4V3KE84_9BACT,-0.08125831784491311,0.0018369927288921692,UniRef100_A0A4V3KE84/1-418_UniRef100_A0A4R9RSS1/1-288
8046,Dethiosulfovibrio peptidovorans DSM 11002 TaxID=469381,D2Z368_9BACT,D2Z3F6_9BACT,-0.08148892897588667,0.0018331570102610815,UniRef100_D2Z3F6/3-416_UniRef100_D2Z368/7-272
8047,Candidatus Rokubacteria bacterium 13_1_40CM_68_15 TaxID=1805366,A0A1Q7D2B2_9BACT,A0A1Q7D7W9_9BACT,-0.0818521424807841,0.001827140654831306,UniRef100_A0A1Q7D7W9/4-415_UniRef100_A0A1Q7D2B2/12-280
8048,Ignavibacteria bacterium RBG_16_35_7 TaxID=1798434,A0A1G0T8R7_9BACT,A0A1G0TC87_9BACT,-0.08188396637706319,0.0018266149639144128,UniRef100_A0A1G0TC87/1-416_UniRef100_A0A1G0T8R7/4-314
8049,Hydrogenimonas sp. TaxID=2231112,A0A432QZ49_9PROT,A0A3G9GVE5_9PROT,-0.082345895760227,0.0018190106188811666,UniRef100_A0A3G9GVE5/1-418_UniRef100_A0A432QZ49/1-285
8050,Rhizobium sp. Root564 TaxID=1736563,A0A0Q8B658_9RHIZ,A0A0Q8ASH8_9RHIZ,-0.08235862234141678,0.0018188018029465054,UniRef100_A0A0Q8ASH8/1-416_UniRef100_A0A0Q8B658/9-297
8051,Acidobacteria bacterium AB60 TaxID=1230846,A0A5M8SQP9_9BACT,A0A5M8SUQ1_9BACT,-0.08292740164324641,0.0018095069746069715,UniRef100_A0A5M8SUQ1/1-420_UniRef100_A0A5M8SQP9/38-314
8052,Verrucomicrobiae bacterium Tous-C4TDCM TaxID=1982332,A0A2A2QY26_9BACT,A0A2A2QQR7_9BACT,-0.08296351577155292,0.0018089192848543061,UniRef100_A0A2A2QQR7/1-420_UniRef100_A0A2A2QY26/6-281
8053,Mucispirillum schaedleri ASF457 TaxID=1379858,V2QFV4_9BACT,V2Q976_9BACT,-0.0833456205582479,0.001802719274141872,UniRef100_V2Q976/1-415_UniRef100_V2QFV4/2-289
8054,Alteromonas macleodii TaxID=28108,A0A126Q2A3_ALTMA,A0A126PYR5_ALTMA,-0.0833875359967351,0.0018020411569883178,UniRef100_A0A126PYR5/1-418_UniRef100_A0A126Q2A3/1-300
8055,Alteromonas sp. BL110 TaxID=1714845,A0A3A9UJQ8_9ALTE,A0A3A9V2U5_9ALTE,-0.0833875359967351,0.0018020411569883178,UniRef100_A0A3A9V2U5/1-418_UniRef100_A0A3A9UJQ8/1-300
8056,Alteromonas macleodii (strain Black Sea 11) TaxID=1004785,K0D613_ALTMS,K0D076_ALTMS,-0.0833875359967351,0.0018020411569883178,UniRef100_K0D076/1-418_UniRef100_K0D613/1-300
8057,Candidatus Brocadia sapporoensis TaxID=392547,A0A1V6LZP1_9BACT,A0A1V6M0B2_9BACT,-0.08373229310382158,0.0017964785462179734,UniRef100_A0A1V6M0B2/1-419_UniRef100_A0A1V6LZP1/4-282
8058,Geoalkalibacter ferrihydriticus TaxID=392333,A0A0C2HQ79_9DELT,A0A0C2DR76_9DELT,-0.08434599947941024,0.001786642083964976,UniRef100_A0A0C2DR76/1-415_UniRef100_A0A0C2HQ79/3-288
8059,Salinimonas sp. KX18D6 TaxID=2572577,A0A5B7YBU7_9ALTE,A0A5B7YHU3_9ALTE,-0.0844585652812384,0.00178484695272269,UniRef100_A0A5B7YHU3/1-418_UniRef100_A0A5B7YBU7/1-300
8060,Rhizobium sp. TaxID=391,A0A3D3BE94_RHISP,A0A5C7TWR8_RHISP,-0.0845077182748355,0.001784063968863427,UniRef100_A0A5C7TWR8/1-417_UniRef100_A0A3D3BE94/9-298
8061,Pseudomonas acidophila TaxID=1912599,A0A2A4EML4_9PSED,A0A2A4ESD4_9PSED,-0.08462813001824543,0.0017821481197329105,UniRef100_A0A2A4ESD4/1-415_UniRef100_A0A2A4EML4/11-302
8062,Candidatus Abyssubacteria bacterium SURF_5 TaxID=2093360,A0A3A4NSS9_9BACT,A0A3A4P4V0_9BACT,-0.08554741041734815,0.0017676264914301806,UniRef100_A0A3A4P4V0/1-416_UniRef100_A0A3A4NSS9/10-281
8063,Syntrophobacterales bacterium TaxID=2282155,A0A524L4I3_9DELT,A0A524KXW9_9DELT,-0.08617053710622713,0.0017578876969439334,UniRef100_A0A524KXW9/1-415_UniRef100_A0A524L4I3/3-284
8064,Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) TaxID=312153,LPXC_POLAQ,MURA_POLAQ,-0.08625771733932197,0.001756531846418221,UniRef100_A4SV13/1-423_UniRef100_A4SV81/1-296
8065,Polynucleobacter sp. QLW-P1DATA-2 TaxID=1743167,A0A1S2T354_9BURK,A0A1S2T256_9BURK,-0.08625771733932197,0.001756531846418221,UniRef100_A0A1S2T256/1-423_UniRef100_A0A1S2T354/1-296
8066,Opitutae TaxID=414999,A0A3D4HB27_9BACT,A0A2A5W1P3_9BACT,-0.08631175498885568,0.0017556922585423124,UniRef100_A0A2A5W1P3/1-419_UniRef100_A0A3D4HB27/1-286
8067,Verrucomicrobia bacterium TMED175 TaxID=1986789,A0A1Z9JYB8_9BACT,A0A1Z9K8B8_9BACT,-0.08657679866155377,0.0017515833223956294,UniRef100_A0A1Z9K8B8/1-407_UniRef100_A0A1Z9JYB8/4-282
8068,Bacteriodetes bacterium TaxID=2507565,A0A6A2F2X4_9BACT,A0A521WPR8_9BACT,-0.08722246289835311,0.0017416364430955036,UniRef100_A0A521WPR8/1-415_UniRef100_A0A6A2F2X4/4-306
8069,Chelatococcus asaccharovorans TaxID=28210,A0A2V3U1C3_9RHIZ,A0A2V3U9M0_9RHIZ,-0.08775790199433686,0.0017334546665165142,UniRef100_A0A2V3U9M0/1-427_UniRef100_A0A2V3U1C3/5-291
8070,candidate division BRC1 bacterium ADurb.Bin183 TaxID=1852823,A0A1V5Y487_9BACT,A0A1V5XYL2_9BACT,-0.08791113983170362,0.0017311242230868325,UniRef100_A0A1V5XYL2/1-418_UniRef100_A0A1V5Y487/2-275
8071,Nitrospirae bacterium RBG_16_43_8 TaxID=1801707,A0A1G1HK46_9BACT,A0A1G1HLS2_9BACT,-0.08791263803141192,0.0017311014627568165,UniRef100_A0A1G1HLS2/1-415_UniRef100_A0A1G1HK46/3-283
8072,Pseudoleptotrichia goodfellowii TaxID=157692,A0A510JAL3_9FUSO,A0A510JBL4_9FUSO,-0.08804208040237427,0.0017291367770413794,UniRef100_A0A510JBL4/4-418_UniRef100_A0A510JAL3/2-277
8073,Leptotrichia goodfellowii F0264 TaxID=596323,D0GKI9_9FUSO,D0GL21_9FUSO,-0.08804208040237427,0.0017291367770413794,UniRef100_D0GL21/4-418_UniRef100_D0GKI9/2-277
8074,Candidatus Hydrothermae bacterium TaxID=2250085,A0A496U6M9_9BACT,A0A496U453_9BACT,-0.08811914309626445,0.0017279687788195458,UniRef100_A0A496U453/1-417_UniRef100_A0A496U6M9/1-275
8075,Candidatus Eisenbacteria bacterium RBG_16_71_46 TaxID=1817856,A0A1F5RLT0_9BACT,A0A1F5RKQ5_9BACT,-0.08822351801791228,0.0017263888018884124,UniRef100_A0A1F5RKQ5/1-415_UniRef100_A0A1F5RLT0/2-276
8076,Polynucleobacter aenigmaticus TaxID=1743164,A0A254PVR5_9BURK,A0A254Q4V6_9BURK,-0.08862029737792909,0.0017204032591862806,UniRef100_A0A254Q4V6/1-423_UniRef100_A0A254PVR5/1-296
8077,Ignavibacteria bacterium RBG_13_36_8 TaxID=1798432,A0A1G0R651_9BACT,A0A1G0R546_9BACT,-0.08915923530730652,0.0017123254586080665,UniRef100_A0A1G0R546/1-416_UniRef100_A0A1G0R651/5-312
8078,Candidatus Omnitrophica bacterium ADurb.Bin205 TaxID=1852852,A0A1V5WZY1_9BACT,A0A1V5X5C0_9BACT,-0.08945275342557579,0.0017079512601511644,UniRef100_A0A1V5X5C0/1-417_UniRef100_A0A1V5WZY1/4-287
8079,Alteromonas sp. U0105 TaxID=2259342,A0A3N5Y2J6_9ALTE,A0A3N5Y3W2_9ALTE,-0.08972380962222815,0.0017039274739091292,UniRef100_A0A3N5Y3W2/1-417_UniRef100_A0A3N5Y2J6/1-299
8080,Pleomorphomonas sp. CF100 TaxID=2135722,A0A4R8FKY9_9RHIZ,A0A4R8FG64_9RHIZ,-0.09016468992922455,0.0016974146538005148,UniRef100_A0A4R8FG64/1-427_UniRef100_A0A4R8FKY9/7-288
8081,Burkholderia sp. JP2-270 TaxID=2217913,A0A2U9SHF4_9BURK,A0A2U9SHG8_9BURK,-0.09067092521581799,0.0016899849393861937,UniRef100_A0A2U9SHG8/30-444_UniRef100_A0A2U9SHF4/10-303
8082,Burkholderia sp. ABCPW 11 TaxID=1637859,A0A103BBP1_9BURK,A0A103BI73_9BURK,-0.09067092521581799,0.0016899849393861937,UniRef100_A0A103BI73/30-444_UniRef100_A0A103BBP1/10-303
8083,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-21 TaxID=2013749,A0A2N2GTQ1_9DELT,A0A2N2GT66_9DELT,-0.09166742907837033,0.0016755100051023299,UniRef100_A0A2N2GT66/1-416_UniRef100_A0A2N2GTQ1/4-290
8084,Blastocatellia bacterium TaxID=2052146,A0A317HP43_9BACT,A0A353CAB2_9BACT,-0.09173392038792372,0.0016745512029090709,UniRef100_A0A353CAB2/1-420_UniRef100_A0A317HP43/4-283
8085,Thiocystis violascens (strain ATCC 17096 / DSM 198 / 6111) TaxID=765911,I3YB91_THIV6,I3YDN8_THIV6,-0.09183184232097119,0.0016731407647276732,UniRef100_I3YDN8/1-416_UniRef100_I3YB91/1-300
8086,Methylophilaceae bacterium TaxID=2030816,A0A3B9L9K9_9PROT,A0A3C0NRE6_9PROT,-0.09206050983630121,0.0016698544785066882,UniRef100_A0A3C0NRE6/1-419_UniRef100_A0A3B9L9K9/1-298
8087,Leptotrichia sp. oral taxon 498 TaxID=712368,A0A222PB89_9FUSO,A0A222P775_9FUSO,-0.09276729449629784,0.0016597618814642946,UniRef100_A0A222P775/4-418_UniRef100_A0A222PB89/2-278
8088,unclassified Ignavibacteria TaxID=1798416,A0A2M7ZRY4_9BACT,A0A2M7IWD4_9BACT,-0.09283626095566433,0.0016587822963446443,UniRef100_A0A2M7IWD4/1-416_UniRef100_A0A2M7ZRY4/4-314
8089,Hydrogenimonas thermophila TaxID=223786,A0A1I5SXP8_9PROT,A0A1I5NU55_9PROT,-0.09294432826573029,0.0016572491921378605,UniRef100_A0A1I5NU55/1-418_UniRef100_A0A1I5SXP8/1-286
8090,Opitutae bacterium Tous-C1TDCM TaxID=1982319,A0A2A2QD73_9BACT,A0A2A2PXB1_9BACT,-0.09296894771978259,0.0016569002440619492,UniRef100_A0A2A2PXB1/1-427_UniRef100_A0A2A2QD73/1-277
8091,Aestuariibacter sp. GS-14 TaxID=2590670,A0A506RFA7_9ALTE,A0A506RGW7_9ALTE,-0.09305101819336414,0.0016557378541140189,UniRef100_A0A506RGW7/1-417_UniRef100_A0A506RFA7/1-300
8092,Calditerrivibrio nitroreducens (strain DSM 19672 / NBRC 101217 / Yu37-1) TaxID=768670,E4TIR5_CALNY,E4TJW0_CALNY,-0.09347351393080316,0.0016497745550284007,UniRef100_E4TJW0/1-417_UniRef100_E4TIR5/8-292
8093,Polynucleobacter meluiroseus TaxID=1938814,A0A240E182_9BURK,A0A240E0D5_9BURK,-0.09350106748752296,0.001649386848958964,UniRef100_A0A240E0D5/1-423_UniRef100_A0A240E182/1-295
8094,Chlamydiae bacterium SM23_39 TaxID=1704235,A0A0S8DB14_9BACT,A0A0S8D8F1_9BACT,-0.09394749264174607,0.0016431255434716176,UniRef100_A0A0S8D8F1/5-437_UniRef100_A0A0S8DB14/9-283
8095,Alteromonas sp. TMED35 TaxID=1986603,A0A1Z9X4N9_9ALTE,A0A1Z9X898_9ALTE,-0.0939799512270838,0.0016426717883916357,UniRef100_A0A1Z9X898/1-418_UniRef100_A0A1Z9X4N9/1-300
8096,Alteromonas genovensis TaxID=471225,A0A6N9TA13_9ALTE,A0A6N9TLT1_9ALTE,-0.0939799512270838,0.0016426717883916357,UniRef100_A0A6N9TLT1/1-418_UniRef100_A0A6N9TA13/1-300
8097,Psychrosphaera haliotis TaxID=555083,A0A6N8F7X2_9GAMM,A0A6N8FBS9_9GAMM,-0.09504685136198532,0.0016278686630492457,UniRef100_A0A6N8FBS9/1-417_UniRef100_A0A6N8F7X2/1-290
8098,Geobacter uraniireducens (strain Rf4) TaxID=351605,LPXC_GEOUR,MURA_GEOUR,-0.0952238563913852,0.0016254335568021974,UniRef100_A5G8T5/1-415_UniRef100_A5GA17/3-292
8099,Prosthecochloris sp. GSB1 TaxID=281093,A0A222SJG0_9CHLB,A0A222SJJ6_9CHLB,-0.09522658785135718,0.001625396025501306,UniRef100_A0A222SJJ6/1-417_UniRef100_A0A222SJG0/3-317
8100,Elusimicrobia bacterium TaxID=2030800,A0A3C1EW82_9BACT,A0A523UIA6_9BACT,-0.09547112049767748,0.0016220417238124757,UniRef100_A0A523UIA6/1-415_UniRef100_A0A3C1EW82/1-278
8101,Desulfococcus sp. 4484_241 TaxID=1968522,A0A1W9Q0K4_9DELT,A0A1W9PWP8_9DELT,-0.0955339134670794,0.0016211821873699224,UniRef100_A0A1W9PWP8/1-415_UniRef100_A0A1W9Q0K4/4-282
8102,Ignavibacteriales bacterium CG18_big_fil_WC_8_21_14_2_50_31_20 TaxID=1974047,A0A2H0FRL8_9BACT,A0A2H0FMK2_9BACT,-0.09596356774272863,0.0016153206382156107,UniRef100_A0A2H0FMK2/1-416_UniRef100_A0A2H0FRL8/4-315
8103,bacterium ADurb.Bin374 TaxID=1866937,A0A1V5NUA6_9BACT,A0A1V5NJJ5_9BACT,-0.0962618062258116,0.0016112720987101167,UniRef100_A0A1V5NJJ5/1-416_UniRef100_A0A1V5NUA6/6-285
8104,Armatimonadetes bacterium CG_4_8_14_3_um_filter_66_20 TaxID=1973912,A0A2M7KWV3_9BACT,A0A2M7KYJ5_9BACT,-0.09653900652119773,0.0016075238980723281,UniRef100_A0A2M7KYJ5/1-417_UniRef100_A0A2M7KWV3/18-289
